sale_id,lobster_id,sale_date,buyer_name,sale_channel,quantity_sold_kg,price_per_kg,transport_cost,commission_percent,payment_terms,delivery_location,customer_rating,total_sale_value,net_profit
SALE00062,LOB06472,2024-06-03,Local Distributor D,Contract,0.99,49.3,27.46,13.8,COD,Hardymouth,5,48.806999999999995,14.611633999999995
SALE00063,LOB03222,2024-10-21,Export Company C,Direct Sale,1.04,35.03,17.47,6.8,COD,Port Timothytown,4,36.431200000000004,16.483878400000005
SALE00064,LOB08905,2024-08-23,Seafood Market A,Direct Sale,0.55,47.0,21.93,12.2,Net 15,New Monicaton,2,25.85,0.7663000000000015
SALE00065,LOB00338,2024-10-07,Processing Plant E,Contract,0.25,50.28,17.16,9.6,Net 30,Walkerburgh,1,12.57,-5.79672
SALE00066,LOB03195,2025-01-19,Processing Plant E,Direct Sale,1.01,83.63,12.37,13.8,COD,Lake Betty,3,84.46629999999999,60.43995059999999
SALE00067,LOB07568,2024-11-05,Restaurant Chain B,Online Platform,1.05,51.86,15.22,8.9,Net 15,Lake Karla,2,54.453,34.386683000000005
SALE00068,LOB03230,2024-09-19,Export Company C,Direct Sale,1.44,79.53,8.12,10.8,Net 30,New Brianland,5,114.5232,94.03469439999999
SALE00069,LOB04072,2024-11-24,Local Distributor D,Online Platform,1.1,37.36,14.15,7.1,Net 30,Victoriaport,5,41.096000000000004,24.028184000000003
SALE00070,LOB02257,2024-12-08,Local Distributor D,Online Platform,0.69,52.19,32.84,9.1,COD,West Robertville,5,36.0111,-0.10591010000000445
SALE00071,LOB09015,2025-05-24,Processing Plant E,Auction,1.34,34.52,9.64,8.3,Net 15,Lake Joanne,3,46.256800000000005,32.777485600000006
SALE00072,LOB08457,2024-11-30,Seafood Market A,Direct Sale,1.12,89.21,23.07,14.8,Net 15,East Stephanie,2,99.9152,62.0577504
SALE00073,LOB00341,2024-06-30,Export Company C,Online Platform,0.58,47.99,44.37,7.0,Net 30,Chambersport,2,27.8342,-18.484194
SALE00074,LOB00106,2025-01-27,Processing Plant E,Auction,0.79,73.41,15.04,8.7,Net 15,Garciaborough,2,57.9939,37.9084307
SALE00075,LOB03710,2025-05-11,Seafood Market A,Auction,0.69,70.71,26.17,13.7,Net 30,Port Wendy,5,48.78989999999999,15.935683699999988
SALE00076,LOB03740,2024-07-25,Processing Plant E,Direct Sale,1.21,80.44,13.81,11.1,Net 30,Port Jeremiahside,2,97.33239999999999,72.71850359999999
SALE00077,LOB02629,2025-02-15,Export Company C,Contract,0.89,42.7,7.46,13.6,Net 30,Annettebury,3,38.003,25.374592
SALE00078,LOB07882,2025-03-30,Local Distributor D,Direct Sale,1.14,70.39,7.12,6.2,COD,Port Chad,2,80.24459999999999,68.1494348
SALE00079,LOB04423,2024-09-15,Seafood Market A,Direct Sale,1.28,62.63,40.32,10.7,COD,Port Aprilport,2,80.16640000000001,31.268595200000007
SALE00080,LOB02193,2024-06-21,Restaurant Chain B,Online Platform,0.74,62.41,13.23,10.5,Net 30,West Shannonfurt,2,46.1834,28.104143
SALE00081,LOB01600,2025-02-19,Export Company C,Online Platform,0.93,81.7,13.65,7.9,Net 15,Booneshire,5,75.98100000000001,56.32850100000001
SALE00082,LOB09124,2025-04-06,Local Distributor D,Online Platform,0.73,60.31,47.34,10.7,Net 30,North Amandamouth,1,44.0263,-8.024514100000005
SALE00083,LOB00321,2024-08-24,Seafood Market A,Online Platform,0.5,53.76,29.7,13.3,Net 15,Whitneychester,2,26.88,-6.39504
SALE00084,LOB00290,2024-08-31,Local Distributor D,Contract,0.55,39.99,27.23,5.4,Net 30,West Erin,3,21.994500000000002,-6.423202999999998
SALE00085,LOB09880,2024-07-12,Processing Plant E,Auction,1.37,37.32,40.35,11.3,COD,Rogerbury,3,51.128400000000006,5.000890800000004
SALE00086,LOB00549,2025-05-06,Local Distributor D,Online Platform,1.23,73.25,27.63,13.7,Net 15,Vanessachester,5,90.0975,50.124142500000005
SALE00087,LOB08611,2024-10-09,Restaurant Chain B,Contract,1.27,54.7,42.98,5.3,Net 15,Kristenview,4,69.46900000000001,22.80714300000001
SALE00088,LOB00463,2025-04-08,Export Company C,Direct Sale,0.82,48.53,7.7,10.9,COD,West Kelly,5,39.794599999999996,27.756988599999993
SALE00089,LOB04500,2024-09-05,Seafood Market A,Direct Sale,1.03,74.37,34.07,10.3,Net 30,Thomasport,1,76.6011,34.6411867
SALE00090,LOB03227,2024-10-14,Seafood Market A,Direct Sale,0.52,73.44,28.18,9.5,Net 30,South Nicholasside,5,38.1888,6.380864000000001
SALE00091,LOB05171,2025-04-19,Restaurant Chain B,Auction,0.86,52.44,17.08,12.5,COD,South Courtneyfurt,1,45.0984,22.3811
SALE00092,LOB01407,2025-03-21,Export Company C,Online Platform,0.7,58.69,5.46,11.5,COD,Brockshire,5,41.083,30.898455
SALE00093,LOB09986,2025-03-15,Processing Plant E,Auction,1.41,56.9,24.11,10.8,Net 30,Port Scottport,1,80.229,47.454268
SALE00094,LOB09859,2024-11-02,Local Distributor D,Direct Sale,0.92,75.65,23.24,8.3,Net 15,East Richardburgh,1,69.59800000000001,40.58136600000002
SALE00095,LOB05453,2024-12-26,Processing Plant E,Contract,0.93,60.98,28.25,6.9,Net 15,Leonardton,3,56.7114,24.548313399999998
SALE00096,LOB02219,2024-09-27,Restaurant Chain B,Contract,0.63,89.46,19.98,10.1,Net 15,East Michaelfort,5,56.3598,30.687460200000004
SALE00097,LOB02149,2025-04-08,Seafood Market A,Contract,0.66,77.88,40.27,10.0,Net 15,Amymouth,5,51.4008,5.990719999999994
SALE00098,LOB07906,2025-05-08,Seafood Market A,Direct Sale,1.1,72.31,38.47,12.0,COD,South William,4,79.54100000000001,31.52608000000001
SALE00099,LOB07479,2024-10-19,Local Distributor D,Contract,0.68,65.07,33.5,6.0,COD,Johnhaven,4,44.2476,8.092744
SALE00100,LOB09074,2024-09-15,Local Distributor D,Direct Sale,0.43,58.72,5.97,14.5,COD,Allenville,1,25.249599999999997,15.618407999999999
SALE00101,LOB09468,2025-05-16,Local Distributor D,Contract,1.3,33.13,41.0,11.3,Cash,Portermouth,2,43.069,-2.7977969999999983
SALE00102,LOB08302,2024-12-26,Local Distributor D,Direct Sale,1.36,82.68,9.52,13.2,Cash,Meganside,3,112.44480000000001,88.08208640000002
SALE00103,LOB08840,2025-03-19,Processing Plant E,Direct Sale,0.37,46.62,12.07,8.6,Net 30,South Michelle,2,17.249399999999998,3.695951599999998
SALE00104,LOB00275,2024-08-27,Seafood Market A,Auction,1.28,54.73,9.52,7.4,Cash,East Tommy,1,70.0544,55.35037440000001
SALE00105,LOB00608,2024-06-12,Export Company C,Contract,0.62,36.56,47.32,6.5,COD,Teresaberg,2,22.6672,-26.126168
SALE00106,LOB08341,2024-06-04,Local Distributor D,Auction,1.37,88.2,12.85,14.2,Net 30,Lake Patriciachester,5,120.83400000000002,90.82557200000002
SALE00107,LOB05696,2025-05-22,Local Distributor D,Contract,1.22,65.04,20.42,6.3,Cash,Port Bryan,5,79.34880000000001,53.92982560000001
SALE00108,LOB09757,2025-03-18,Processing Plant E,Contract,0.97,81.07,5.57,6.1,COD,West Amandaburgh,4,78.63789999999999,68.27098809999998
SALE00109,LOB00690,2024-09-10,Restaurant Chain B,Online Platform,1.06,31.11,38.96,11.8,Net 15,Melissaville,2,32.9766,-9.874638800000003
SALE00110,LOB09482,2024-08-21,Local Distributor D,Direct Sale,0.68,31.0,39.86,5.5,Net 15,Derekville,5,21.080000000000002,-19.9394
SALE00111,LOB09528,2024-10-18,Seafood Market A,Online Platform,1.2,70.89,29.23,7.6,Net 30,Adamburgh,2,85.068,49.372831999999995
SALE00112,LOB03782,2025-03-01,Seafood Market A,Direct Sale,0.51,42.28,44.83,13.6,Cash,Morganfort,3,21.5628,-26.1997408
SALE00113,LOB03004,2025-05-24,Export Company C,Auction,1.12,86.69,31.96,13.0,Net 30,Longport,5,97.09280000000001,52.510736
SALE00114,LOB02165,2024-09-28,Processing Plant E,Auction,0.4,47.99,25.26,11.7,COD,West Jason,1,19.196,-8.309932
SALE00115,LOB03981,2025-04-07,Seafood Market A,Auction,0.33,89.67,42.83,6.6,Net 15,New Justin,1,29.5911,-15.191912599999997
SALE00116,LOB08316,2024-07-23,Export Company C,Contract,1.41,47.6,8.8,7.7,COD,East Natalieshire,3,67.116,53.148068
SALE00117,LOB03958,2024-11-08,Local Distributor D,Contract,0.79,66.68,6.05,9.9,Net 15,New Lindsaymouth,5,52.677200000000006,41.41215720000001
SALE00118,LOB00989,2024-11-29,Seafood Market A,Auction,1.42,83.53,45.95,5.5,Cash,Newmanview,4,118.6126,66.138907
SALE00119,LOB06667,2025-01-28,Seafood Market A,Direct Sale,0.35,89.87,17.47,14.6,Cash,Port Krystalchester,4,31.4545,9.392143
SALE00120,LOB09410,2024-12-22,Export Company C,Contract,1.35,63.99,33.43,12.6,COD,Tapiamouth,2,86.38650000000001,42.07180100000001
SALE00121,LOB05329,2025-05-09,Restaurant Chain B,Contract,0.24,65.21,26.43,12.3,Net 30,Jamiehaven,1,15.650399999999998,-12.704599200000002
SALE00122,LOB06113,2025-02-10,Processing Plant E,Online Platform,1.36,88.25,25.7,9.4,Net 15,Adamsburgh,1,120.02000000000001,83.03812
SALE00123,LOB04025,2025-02-09,Local Distributor D,Online Platform,0.78,55.88,22.55,8.9,Net 30,Patelton,2,43.586400000000005,17.157210400000004
SALE00124,LOB01561,2025-01-08,Export Company C,Contract,0.98,68.75,48.18,5.6,Net 30,Amyburgh,3,67.375,15.422
SALE00125,LOB07300,2024-12-30,Processing Plant E,Online Platform,1.14,33.98,6.3,6.1,Net 30,Prestonborough,3,38.737199999999994,30.0742308
SALE00126,LOB01175,2024-06-19,Restaurant Chain B,Contract,0.43,84.04,20.64,5.8,COD,North Francesberg,1,36.1372,13.4012424
SALE00127,LOB04473,2025-02-09,Seafood Market A,Direct Sale,1.27,54.39,5.32,9.3,Cash,Port Michael,1,69.0753,57.3312971
SALE00128,LOB07751,2024-10-17,Processing Plant E,Direct Sale,0.54,54.18,23.17,6.1,Net 15,Ronaldburgh,2,29.2572,4.302510799999999
SALE00129,LOB06457,2024-11-02,Restaurant Chain B,Direct Sale,0.51,38.12,44.44,14.7,Net 30,Fosterside,4,19.4412,-27.8566564
SALE00130,LOB06327,2025-04-26,Seafood Market A,Direct Sale,1.21,42.81,43.48,7.5,COD,Rodriguezview,4,51.8001,4.435092500000003
SALE00131,LOB09593,2025-01-30,Restaurant Chain B,Contract,0.77,85.33,30.47,6.2,Net 15,Port Theresa,3,65.7041,31.160445799999998
SALE00132,LOB00348,2024-07-19,Seafood Market A,Online Platform,1.29,83.57,27.14,5.9,Net 15,North Crystaltown,1,107.80529999999999,74.30478729999999
SALE00133,LOB03121,2025-02-25,Seafood Market A,Online Platform,1.07,60.54,47.21,13.3,Net 15,Jonathantown,4,64.7778,8.952352599999998
SALE00134,LOB00125,2025-03-07,Local Distributor D,Direct Sale,1.42,77.5,28.05,10.9,Net 30,Williamfort,4,110.05,70.00455
SALE00135,LOB04131,2025-02-21,Seafood Market A,Auction,1.49,74.82,28.18,12.7,COD,Patrickmouth,5,111.48179999999999,69.14361139999998
SALE00136,LOB01794,2024-10-07,Restaurant Chain B,Auction,0.42,62.16,5.61,6.2,Net 15,East Brenda,4,26.1072,18.8785536
SALE00137,LOB01087,2024-10-18,Seafood Market A,Direct Sale,1.14,33.1,7.7,12.9,Net 30,Amandamouth,3,37.734,25.166314
SALE00138,LOB02097,2025-01-27,Processing Plant E,Auction,1.03,35.45,33.82,10.1,Cash,South Kevinton,4,36.5135,-0.9943634999999995
SALE00139,LOB02548,2024-07-12,Seafood Market A,Online Platform,1.3,33.61,45.12,7.8,COD,New Brandiberg,4,43.693,-4.8350539999999995
SALE00140,LOB06921,2025-04-19,Restaurant Chain B,Auction,0.63,47.66,21.77,6.5,Net 30,Port Anthonyfort,2,30.025799999999997,6.304122999999997
SALE00141,LOB04023,2024-07-01,Restaurant Chain B,Online Platform,0.38,72.2,11.33,13.3,COD,Jonton,1,27.436,12.457012000000002
SALE00142,LOB06952,2024-06-12,Processing Plant E,Online Platform,0.54,80.41,47.16,10.5,Cash,New Kellihaven,3,43.4214,-8.297846999999997
SALE00143,LOB02725,2024-12-31,Seafood Market A,Direct Sale,1.29,54.16,49.18,11.4,COD,Jasonview,5,69.8664,12.721630399999999
SALE00144,LOB02915,2024-09-24,Export Company C,Contract,0.79,78.61,39.04,12.4,Net 30,Amberland,5,62.1019,15.3612644
SALE00145,LOB09227,2024-06-17,Processing Plant E,Direct Sale,0.81,37.17,41.68,6.0,Cash,East Brianshire,5,30.107700000000005,-13.378761999999995
SALE00146,LOB06747,2025-03-05,Local Distributor D,Contract,0.66,57.36,14.01,5.4,Net 15,West Eugene,3,37.8576,21.8032896
SALE00147,LOB06598,2025-05-13,Processing Plant E,Auction,0.9,45.87,35.33,10.3,COD,New Michaelshire,4,41.283,1.7008510000000028
SALE00148,LOB07328,2024-07-28,Restaurant Chain B,Contract,0.47,66.67,9.77,10.3,Cash,Bassstad,3,31.334899999999998,18.337405299999997
SALE00149,LOB03139,2025-01-12,Restaurant Chain B,Auction,0.62,67.52,10.2,11.4,Cash,Leshire,5,41.862399999999994,26.890086399999994
SALE00150,LOB08811,2024-09-23,Restaurant Chain B,Contract,0.57,61.09,35.97,7.1,Cash,Stewartfort,4,34.8213,-3.621012299999998
SALE00151,LOB04180,2025-05-02,Restaurant Chain B,Direct Sale,0.82,63.4,22.25,14.2,COD,South Shanemouth,4,51.98799999999999,22.355703999999992
SALE00152,LOB08643,2024-10-25,Restaurant Chain B,Direct Sale,1.11,89.03,28.42,7.3,Cash,Martinezside,2,98.8233,63.1891991
SALE00153,LOB08020,2024-12-28,Export Company C,Contract,0.52,34.29,28.53,11.8,Net 15,Lake Joshua,5,17.8308,-12.803234400000001
SALE00154,LOB06632,2024-11-26,Local Distributor D,Direct Sale,1.29,43.19,21.09,13.6,Cash,Woodwardborough,3,55.7151,27.047846400000005
SALE00155,LOB02153,2024-06-26,Export Company C,Contract,1.37,44.75,20.15,7.8,Cash,South John,2,61.307500000000005,36.37551500000001
SALE00156,LOB01871,2025-02-22,Restaurant Chain B,Direct Sale,0.73,45.38,34.2,8.3,Cash,East Lucas,5,33.1274,-3.8221742000000014
SALE00157,LOB04003,2025-04-02,Processing Plant E,Direct Sale,0.95,75.05,18.85,9.3,Cash,Port Brianport,4,71.2975,45.8168325
SALE00158,LOB08113,2025-02-15,Processing Plant E,Online Platform,0.35,75.18,34.92,9.2,Cash,Lake Seth,3,26.313000000000002,-11.027795999999999
SALE00159,LOB08845,2024-11-03,Local Distributor D,Contract,0.4,76.33,16.74,15.0,Net 15,Brianaborough,1,30.532,9.212200000000001
SALE00160,LOB07968,2024-11-01,Restaurant Chain B,Online Platform,0.73,84.81,38.84,13.2,Net 15,Mendozaborough,5,61.9113,14.899008399999994
SALE00161,LOB02310,2025-03-03,Local Distributor D,Direct Sale,0.57,48.28,39.75,8.0,COD,Ashleyton,1,27.519599999999997,-14.431968000000003
SALE00162,LOB07718,2025-02-05,Seafood Market A,Online Platform,1.12,56.1,37.13,8.6,Net 15,Ortizchester,1,62.83200000000001,20.298448000000004
SALE00163,LOB04895,2024-12-14,Processing Plant E,Direct Sale,1.46,47.17,36.61,14.6,COD,Mccarthyfurt,3,68.8682,22.2034428
SALE00164,LOB00097,2024-11-25,Seafood Market A,Online Platform,1.12,49.73,46.09,12.1,COD,Port John,5,55.6976,2.868190399999998
SALE00165,LOB09534,2025-04-30,Seafood Market A,Online Platform,0.23,30.03,26.68,10.4,Cash,Stephanieton,4,6.9069,-20.4914176
SALE00166,LOB03339,2024-09-27,Restaurant Chain B,Direct Sale,0.34,84.58,15.97,10.1,COD,Port Dean,2,28.7572,9.8827228
SALE00167,LOB02970,2024-06-14,Seafood Market A,Online Platform,0.87,32.33,46.85,14.8,Net 15,Patriciahaven,5,28.1271,-22.885710800000002
SALE00168,LOB06357,2024-08-22,Seafood Market A,Auction,0.26,68.34,15.91,12.1,COD,South Antonioburgh,3,17.7684,-0.2915764000000003
SALE00169,LOB01901,2024-12-09,Export Company C,Contract,0.35,76.98,18.67,9.0,Net 15,South Matthew,3,26.943,5.848129999999999
SALE00170,LOB01601,2024-08-25,Local Distributor D,Direct Sale,0.47,52.41,30.49,6.5,Cash,Port Phillipchester,2,24.632699999999996,-7.458425500000002
SALE00171,LOB01343,2024-08-15,Restaurant Chain B,Contract,0.27,71.3,28.58,9.1,Cash,South Kathleenfort,1,19.251,-11.080840999999998
SALE00172,LOB03435,2024-06-09,Seafood Market A,Contract,1.06,51.29,12.62,6.3,Net 15,Brendafurt,2,54.3674,38.322253800000006
SALE00173,LOB02853,2025-05-28,Local Distributor D,Direct Sale,0.46,38.24,17.25,7.4,Cash,Sandersburgh,2,17.590400000000002,-0.9612895999999977
SALE00174,LOB07881,2024-12-17,Seafood Market A,Auction,0.42,39.07,26.23,5.6,Net 15,Lake Danielview,2,16.409399999999998,-10.739526400000003
SALE00175,LOB09148,2024-07-03,Local Distributor D,Auction,0.31,63.35,39.01,10.5,Net 15,North April,1,19.6385,-21.433542499999998
SALE00176,LOB05127,2024-10-16,Export Company C,Auction,0.97,30.53,13.48,9.0,Net 30,North Jessica,3,29.6141,13.468831
SALE00177,LOB06110,2024-06-27,Local Distributor D,Auction,0.81,65.29,5.6,6.9,Net 15,Williamtown,3,52.88490000000001,43.63584190000001
SALE00178,LOB02117,2024-08-20,Local Distributor D,Auction,1.45,68.57,17.27,14.1,Net 30,Kingbury,3,99.42649999999999,68.13736349999999
SALE00179,LOB09684,2024-09-06,Export Company C,Auction,0.47,84.62,6.85,6.9,COD,Jennifertown,3,39.7714,30.177173399999997
SALE00180,LOB01631,2024-10-23,Restaurant Chain B,Direct Sale,1.33,69.08,22.9,10.0,Net 15,Port Staceyside,1,91.8764,59.78876000000001
SALE00181,LOB02239,2025-05-28,Seafood Market A,Online Platform,0.8,48.41,18.45,8.7,Cash,Markfurt,1,38.728,16.908664
SALE00182,LOB03989,2025-01-12,Export Company C,Direct Sale,1.15,47.2,15.27,7.4,Cash,West Norma,2,54.28,34.993280000000006
SALE00183,LOB06955,2024-06-03,Seafood Market A,Auction,0.86,72.18,36.97,11.9,Net 30,Stoutborough,5,62.0748,17.717898800000004
SALE00184,LOB02883,2025-02-26,Restaurant Chain B,Direct Sale,0.93,43.67,12.7,12.5,Net 15,Lake Alan,1,40.6131,22.836462500000003
